temperature,humidity,wind_speed,solar_radiation,heat_index,wbgt,utci,vulnerability_score,population_density,hour,day_of_year,heat_exposure_duration,htsi
33.49,64.24,4.01,444.66,42.51,30.22,34.13,36.55,3100.0,8,147,0.0,46.97
37.45,56.57,3.75,788.4,50.82,33.47,38.76,44.91,3100.0,14,122,4.0,58.03
27.51,81.1,1.06,0.0,31.05,25.68,27.68,54.73,3100.0,21,103,0.0,36.93
36.97,56.88,2.05,754.52,49.45,33.43,39.1,76.66,4200.0,14,123,4.0,59.82
26.56,84.93,2.11,0.0,29.14,25.13,26.57,46.35,3100.0,23,150,0.0,36.13
37.93,53.99,2.57,806.45,50.77,33.84,39.87,62.11,3100.0,10,93,0.0,59.9
37.05,59.97,3.51,692.96,51.58,33.45,38.3,62.74,9200.0,15,177,5.0,58.85
32.72,68.84,1.31,438.6,42.13,30.53,34.44,66.98,9200.0,16,148,0.0,51.26
29.24,83.61,3.82,48.41,36.28,27.7,29.1,47.14,9200.0,3,118,0.0,39.21
29.52,86.26,1.32,0.0,37.87,28.17,29.68,42.29,4900.0,0,172,0.0,41.72
26.14,70.88,1.24,257.54,27.54,24.03,27.27,70.36,8500.0,7,95,0.0,36.36
36.72,70.52,1.51,507.53,57.41,34.62,38.58,40.79,4200.0,16,138,6.0,58.5
27.36,82.82,2.89,47.3,30.89,25.79,27.46,75.7,3100.0,2,129,0.0,37.65
29.01,83.26,2.54,0.0,35.51,27.37,28.92,66.84,3100.0,19,172,0.0,42.2
40.21,55.33,0.79,814.48,59.57,37.37,43.46,40.11,9200.0,14,154,4.0,67.25
40.28,59.41,3.55,811.33,63.25,36.55,41.65,34.47,4900.0,14,158,4.0,64.35
26.0,88.3,4.85,0.0,27.97,24.91,25.67,77.6,8500.0,23,116,0.0,36.44
27.18,85.9,5.75,0.0,30.78,25.84,26.62,64.11,8500.0,21,169,0.0,36.97
42.41,54.88,2.35,981.55,67.8,38.48,44.85,65.66,4200.0,13,95,3.0,72.36
26.91,87.29,0.52,39.62,30.23,25.88,27.43,42.41,4200.0,22,102,0.0,38.06
43.03,55.81,3.71,991.5,71.34,38.81,44.58,61.13,4900.0,13,153,3.0,72.59
29.45,84.41,2.09,10.13,37.16,27.94,29.52,42.95,3100.0,23,151,0.0,41.29
29.34,85.07,3.63,0.0,36.97,27.88,29.02,43.37,4200.0,1,108,0.0,41.69
42.06,48.64,1.12,897.62,60.68,37.81,45.2,82.26,3100.0,12,165,2.0,71.24
45.2,47.99,0.5,815.91,71.89,41.44,48.91,42.62,3100.0,13,169,3.0,70.32
26.74,78.52,0.9,2.93,29.07,24.69,26.94,81.72,3100.0,23,132,0.0,38.25
27.0,80.77,0.85,62.49,29.82,25.36,27.54,33.91,3100.0,18,163,0.0,37.35
28.4,84.83,5.49,0.0,34.01,26.93,27.77,38.49,9200.0,6,178,0.0,36.33
26.1,89.88,5.87,27.14,28.28,25.19,25.75,32.38,4900.0,2,109,0.0,32.55
38.7,61.21,1.76,824.04,58.48,35.91,41.21,70.85,3100.0,14,157,4.0,67.2
27.86,89.37,3.93,12.6,33.22,26.88,27.64,46.87,8500.0,22,133,0.0,38.67
39.3,54.87,0.71,912.19,55.94,36.96,42.89,72.24,8500.0,13,112,3.0,68.78
38.3,53.62,1.83,860.61,51.7,34.52,40.8,63.34,8500.0,10,91,0.0,63.61
41.68,55.97,1.2,819.76,65.86,38.31,44.6,36.77,4200.0,14,111,4.0,67.65
43.5,48.39,1.93,873.23,65.71,38.41,45.93,47.59,4200.0,12,146,2.0,70.29
28.72,86.06,3.14,244.53,35.23,27.78,29.37,63.38,3100.0,17,161,0.0,44.47
27.52,82.08,4.21,19.57,31.18,25.81,27.27,64.91,3100.0,5,96,0.0,37.29
28.32,71.5,1.57,0.0,31.53,25.48,28.38,78.41,8500.0,2,167,0.0,38.13
29.38,81.99,2.4,0.0,36.31,27.59,29.3,36.15,4200.0,18,145,0.0,38.03
42.89,56.62,2.1,776.09,71.6,38.87,45.02,43.57,4200.0,14,156,4.0,70.91
27.92,86.8,1.41,0.0,32.95,26.65,28.05,45.49,8500.0,22,105,0.0,39.92
29.04,87.03,4.25,0.0,36.48,27.78,28.62,64.87,4900.0,4,172,0.0,41.82
36.37,67.86,2.01,706.16,54.2,34.21,38.47,53.7,3100.0,9,140,0.0,61.97
29.53,89.51,4.08,74.32,38.83,28.63,29.43,82.48,4200.0,6,171,0.0,47.8
33.48,63.04,2.58,471.39,41.98,30.28,34.71,75.06,8500.0,16,169,0.0,51.44
30.05,83.59,2.52,0.0,38.87,28.41,29.94,42.6,8500.0,6,161,0.0,42.98
27.86,85.86,2.03,0.0,32.63,26.5,27.88,59.59,4200.0,21,101,0.0,40.43
42.42,51.2,0.5,899.25,64.31,39.82,46.32,34.81,8500.0,11,142,1.0,69.15
33.8,73.25,2.09,486.24,47.71,31.92,35.32,40.43,3100.0,16,164,0.0,52.46
45.03,48.18,2.47,921.26,71.41,39.61,47.16,64.35,4200.0,12,94,2.0,73.88
26.0,89.09,3.43,0.0,28.0,24.99,25.86,44.42,4200.0,19,116,0.0,36.37
27.39,83.77,1.7,0.0,31.09,25.84,27.47,75.81,3100.0,3,101,0.0,39.56
41.05,63.19,3.84,673.87,70.13,37.55,41.96,71.41,4900.0,9,106,0.0,68.47
29.62,88.9,7.74,0.0,38.96,28.54,28.43,42.88,4900.0,2,95,0.0,39.81
35.66,59.65,1.54,465.12,46.88,32.13,37.32,74.61,8500.0,8,94,0.0,56.62
42.84,52.12,0.59,965.27,66.79,40.3,46.82,75.48,4200.0,12,146,2.0,74.89
30.06,77.46,3.35,278.11,37.13,28.23,30.67,78.13,4200.0,17,117,0.0,46.37
42.33,49.23,2.12,765.99,62.16,37.18,44.37,45.74,3100.0,14,167,4.0,67.35
26.37,87.6,3.14,7.9,28.86,25.23,26.31,72.13,9200.0,3,158,0.0,38.07
38.76,52.77,2.21,871.79,52.66,34.68,41.05,73.35,3100.0,14,148,4.0,63.33
28.97,91.22,4.87,13.72,37.27,28.16,28.52,45.27,3100.0,21,122,0.0,40.96
26.73,94.18,1.99,0.0,30.35,26.21,26.79,44.78,8500.0,1,151,0.0,39.8
37.05,46.93,1.09,830.98,44.39,32.91,39.96,72.49,4200.0,14,139,4.0,58.55
28.47,75.91,3.94,241.74,32.57,26.44,28.9,68.17,9200.0,7,108,0.0,42.09
28.79,74.27,2.35,223.55,33.04,26.65,29.53,77.48,4200.0,7,175,0.0,43.14
34.25,61.98,2.83,462.78,43.74,30.81,35.33,48.03,9200.0,16,158,0.0,49.23
39.8,51.67,1.19,888.54,55.3,36.14,42.85,61.55,3100.0,11,155,1.0,65.94
26.06,86.52,3.12,7.39,28.04,24.81,25.99,76.9,3100.0,18,136,0.0,37.33
40.3,57.68,0.5,651.13,61.87,37.8,43.4,38.08,4900.0,9,128,0.0,65.23
35.42,66.83,1.4,453.67,50.03,32.84,37.15,76.71,8500.0,8,157,0.0,57.31
26.0,75.0,0.96,0.0,27.48,23.61,26.14,69.27,4900.0,4,122,0.0,33.65
31.09,86.5,1.04,45.43,43.63,29.88,31.6,43.34,9200.0,5,102,0.0,45.86
30.15,85.92,3.23,48.08,39.97,28.84,30.12,44.72,4900.0,19,173,0.0,45.27
29.1,92.67,3.63,13.96,38.11,28.43,28.9,70.5,4200.0,1,143,0.0,44.06
31.65,81.0,2.37,47.23,43.51,29.79,31.78,44.58,3100.0,23,96,0.0,44.71
40.55,55.3,0.9,873.05,60.82,37.68,43.86,68.27,8500.0,12,168,2.0,69.54
30.32,80.55,1.87,0.0,38.82,28.36,30.34,44.84,9200.0,5,176,0.0,42.01
27.67,89.34,1.84,11.82,32.63,26.69,27.82,48.33,8500.0,4,103,0.0,40.79
30.32,83.66,1.82,31.03,39.82,28.76,30.54,36.72,3100.0,0,176,0.0,43.32
28.76,87.37,4.6,0.0,35.64,27.54,28.28,66.61,4200.0,20,108,0.0,41.31
29.0,83.78,3.27,0.0,35.59,27.41,28.76,63.26,9200.0,21,143,0.0,41.13
27.71,79.73,4.19,32.68,31.35,25.79,27.5,83.49,8500.0,20,109,0.0,38.8
26.53,91.61,1.23,62.29,29.55,25.93,27.02,45.56,4900.0,5,118,0.0,39.94
28.94,88.15,1.7,7.44,36.44,27.82,29.09,41.89,8500.0,5,113,0.0,42.62
27.84,89.7,4.3,0.0,33.19,26.86,27.48,81.27,4200.0,22,171,0.0,41.23
37.77,68.34,3.41,714.53,60.21,35.27,39.14,71.99,9200.0,15,152,5.0,64.17
28.85,82.96,5.02,0.0,34.97,27.18,28.28,38.07,4900.0,3,163,0.0,37.44
39.19,52.8,0.99,817.5,54.1,35.78,42.22,63.38,4900.0,10,146,0.0,65.94
27.38,86.93,4.43,0.0,31.46,26.14,27.02,43.87,8500.0,23,97,0.0,36.42
27.48,88.27,2.39,0.0,31.91,26.37,27.46,52.57,8500.0,22,179,0.0,39.01
33.65,67.79,1.35,430.75,44.55,31.24,35.33,38.3,4900.0,8,151,0.0,50.06
26.06,81.78,2.52,12.24,27.85,24.36,26.09,77.45,8500.0,22,118,0.0,36.98
32.68,86.91,1.08,32.17,50.4,31.45,33.15,77.12,9200.0,2,163,0.0,53.58
28.33,86.24,4.29,43.35,34.07,27.06,28.13,61.93,8500.0,18,106,0.0,40.71
34.29,81.94,3.44,284.97,54.64,32.85,34.78,62.54,8500.0,7,155,0.0,55.82
27.89,96.0,2.86,0.0,34.43,27.54,27.8,77.74,3100.0,4,95,0.0,45.63
26.0,87.04,3.4,0.0,27.93,24.79,25.86,70.9,9200.0,3,147,0.0,36.91
29.77,90.96,1.75,0.0,40.17,28.91,29.87,78.24,3100.0,23,158,0.0,46.31
26.76,90.86,4.21,0.0,30.13,25.91,26.48,47.44,3100.0,5,117,0.0,37.18
26.0,86.38,5.07,4.3,27.9,24.73,25.66,76.74,8500.0,1,151,0.0,36.84
27.6,89.05,1.17,52.58,32.37,26.71,28.06,71.98,9200.0,19,130,0.0,42.47
36.96,54.78,0.91,870.04,48.22,34.29,40.17,39.52,4200.0,10,158,0.0,60.55
28.15,91.93,1.37,59.36,34.6,27.55,28.62,60.59,4200.0,3,171,0.0,43.13
38.47,49.69,1.34,846.87,49.81,34.4,41.26,79.88,9200.0,14,179,4.0,64.31
26.0,85.66,1.71,31.63,27.88,24.73,26.25,61.12,9200.0,5,173,0.0,38.22
28.08,89.56,2.63,0.0,33.92,27.09,28.01,78.6,4200.0,21,130,0.0,42.65
37.89,66.64,1.0,402.75,59.39,35.21,39.75,58.04,3100.0,16,138,6.0,61.58
27.13,84.09,2.11,0.0,30.45,25.61,27.14,81.16,8500.0,23,138,0.0,39.33
27.98,83.4,3.3,20.02,32.57,26.4,27.87,66.91,8500.0,5,165,0.0,39.78
26.64,80.72,1.85,34.92,29.01,24.87,26.87,39.83,8500.0,18,160,0.0,34.61
26.0,86.73,1.87,0.0,27.92,24.76,26.06,40.34,8500.0,1,92,0.0,34.53
42.8,56.34,2.54,862.95,70.93,38.77,44.84,87.2,9200.0,14,99,4.0,74.59
41.0,53.94,0.97,938.51,61.36,37.99,44.42,45.36,9200.0,10,178,0.0,69.72
31.94,77.97,3.78,215.17,43.31,29.99,32.19,35.85,8500.0,7,124,0.0,44.15
26.0,87.5,0.5,0.0,27.94,24.83,26.24,81.33,9200.0,18,169,0.0,39.77
40.97,45.43,3.51,975.42,54.55,35.33,42.61,37.57,9200.0,12,91,2.0,62.44
43.66,47.51,0.5,917.61,65.45,40.41,47.63,78.1,4200.0,11,113,1.0,74.65
29.5,83.45,3.96,0.0,37.04,27.86,29.1,56.04,8500.0,4,163,0.0,41.04
30.82,87.58,3.38,0.0,43.02,29.59,30.52,39.35,9200.0,5,127,0.0,43.37
28.89,85.53,1.72,67.23,35.65,27.64,29.29,77.99,8500.0,21,111,0.0,44.57
26.51,85.69,8.5,0.0,29.07,25.16,25.61,73.03,3100.0,3,115,0.0,35.34
28.96,88.02,2.56,0.0,36.44,27.8,28.88,43.62,4200.0,18,132,0.0,41.29
26.3,80.49,1.08,6.34,28.28,24.46,26.5,77.69,9200.0,19,144,0.0,38.21
29.64,87.54,2.62,43.1,38.65,28.5,29.74,41.7,9200.0,0,128,0.0,43.32
26.27,84.78,1.25,0.0,28.45,24.83,26.41,76.64,4900.0,19,118,0.0,37.9
34.85,64.6,3.06,518.73,46.89,31.77,35.99,44.56,3100.0,16,109,0.0,53.03
37.71,53.36,1.45,912.69,49.7,34.32,40.6,43.79,3100.0,11,130,1.0,60.8
35.45,55.6,1.48,793.17,44.24,32.24,38.01,42.25,4200.0,14,143,4.0,54.88
26.71,83.56,6.74,0.0,29.4,25.15,26.04,43.53,8500.0,0,109,0.0,32.25
41.54,44.35,4.08,891.48,55.52,35.42,42.64,84.36,9200.0,13,108,3.0,66.95
27.23,85.59,0.6,105.37,30.88,26.26,28.04,58.55,4200.0,5,173,0.0,38.67
26.0,86.24,1.92,0.0,27.9,24.71,26.05,43.4,4900.0,4,155,0.0,36.41
40.23,52.24,1.16,868.51,57.22,36.6,43.27,37.7,4200.0,10,119,0.0,64.26
26.33,87.28,3.7,0.0,28.74,25.14,26.14,66.98,3100.0,3,142,0.0,37.73
42.92,53.15,2.92,950.8,68.16,38.43,44.88,33.56,3100.0,12,123,2.0,68.16
40.8,51.98,0.5,806.63,59.01,38.07,44.36,36.02,4900.0,10,111,0.0,66.71
26.0,82.79,2.95,0.0,27.77,24.38,25.9,48.2,4200.0,2,156,0.0,32.44
26.22,81.7,2.24,20.87,28.18,24.52,26.33,70.15,4200.0,0,95,0.0,36.63
26.0,86.05,1.9,0.0,27.89,24.69,26.05,78.87,9200.0,5,168,0.0,38.23
31.86,70.3,2.74,335.36,40.11,29.33,32.74,70.43,3100.0,17,116,0.0,48.13
26.16,85.5,1.93,13.97,28.22,24.82,26.29,52.64,4200.0,23,99,0.0,37.07
37.14,58.85,4.06,661.26,51.21,33.26,38.05,41.09,4900.0,9,162,0.0,55.28
29.51,74.74,4.06,0.0,34.92,26.95,29.05,64.75,3100.0,4,137,0.0,39.56
27.07,88.23,1.35,0.76,30.73,25.96,27.21,76.44,3100.0,22,159,0.0,41.48
37.71,55.7,4.99,629.96,51.14,33.22,38.08,78.55,8500.0,9,148,0.0,57.52
45.45,45.58,3.89,863.64,70.16,39.08,46.43,63.77,4200.0,11,148,1.0,72.54
27.79,84.56,2.43,0.0,32.23,26.3,27.74,73.12,3100.0,1,91,0.0,41.82
37.28,53.46,4.15,990.7,48.45,33.13,38.82,70.61,3100.0,12,118,2.0,60.02
33.65,76.78,2.39,191.04,49.02,31.55,34.23,42.78,8500.0,7,157,0.0,49.64
26.0,82.58,2.51,0.0,27.76,24.36,25.96,63.5,4200.0,1,154,0.0,35.31
27.39,86.98,5.16,0.0,31.49,26.16,26.91,73.04,3100.0,19,172,0.0,37.98
26.38,89.74,0.69,0.0,29.01,25.43,26.61,47.59,3100.0,0,115,0.0,37.07
27.9,81.78,5.37,0.0,32.11,26.13,27.32,48.42,4900.0,4,178,0.0,35.08
38.57,68.43,1.43,415.89,63.74,35.92,40.23,45.5,3100.0,8,99,0.0,62.27
34.15,67.04,2.15,493.55,45.81,31.52,35.63,74.5,3100.0,16,142,0.0,53.93
31.38,71.91,4.06,501.02,39.28,29.19,32.27,66.93,3100.0,8,168,0.0,48.04
38.21,58.47,2.05,800.9,54.66,34.9,40.46,47.56,4200.0,10,148,0.0,61.81
41.11,59.38,1.48,862.72,66.68,38.15,43.92,42.5,4200.0,14,111,4.0,68.96
28.78,84.83,2.28,0.0,35.16,27.3,28.75,58.53,3100.0,23,140,0.0,41.49
26.88,83.52,1.99,0.0,29.8,25.31,26.91,59.36,3100.0,5,137,0.0,37.67
26.29,85.42,3.38,32.07,28.53,24.97,26.29,57.51,9200.0,22,110,0.0,35.63
31.07,85.2,0.81,0.0,43.06,29.59,31.37,60.37,9200.0,2,111,0.0,49.66
34.26,64.81,1.42,484.23,45.1,31.57,36.05,39.43,8500.0,16,119,0.0,52.15
27.03,88.12,2.59,28.31,30.63,25.97,27.13,73.52,9200.0,4,114,0.0,40.86
43.43,51.25,1.22,930.86,68.28,39.45,46.62,67.04,9200.0,11,117,1.0,74.14
29.33,77.97,0.77,279.2,35.19,28.08,30.77,39.76,8500.0,17,154,0.0,43.14
39.95,51.13,6.59,831.18,55.44,34.73,39.75,81.69,9200.0,13,134,3.0,62.05
30.56,85.72,2.96,0.0,41.35,29.14,30.35,66.01,3100.0,20,157,0.0,46.9
26.0,77.68,2.54,23.18,27.58,23.92,26.07,80.64,4200.0,23,96,0.0,35.51
39.89,52.52,0.71,765.75,56.26,36.63,43.05,71.37,9200.0,10,138,0.0,67.5
38.52,61.35,5.92,507.64,57.89,34.52,38.17,41.53,4200.0,8,98,0.0,55.7
27.08,90.54,1.45,58.23,31.01,26.34,27.5,60.84,9200.0,1,125,0.0,41.93
39.45,48.85,3.15,862.98,52.22,34.41,41.12,37.93,8500.0,11,172,1.0,59.86
26.0,81.44,1.56,7.75,27.72,24.26,26.14,81.08,4900.0,2,90,0.0,36.73
27.22,80.34,7.98,26.24,30.27,25.35,26.4,47.31,3100.0,2,99,0.0,31.52
27.19,81.1,2.36,0.0,30.28,25.37,27.15,34.09,4200.0,0,125,0.0,34.32
31.11,82.07,3.59,232.09,42.01,29.66,31.51,70.09,3100.0,7,162,0.0,49.17
29.2,82.65,0.91,51.81,35.92,27.65,29.72,46.21,4200.0,21,135,0.0,42.8
33.58,84.21,5.79,212.33,52.86,32.21,33.13,41.07,3100.0,7,121,0.0,48.53
43.1,45.15,0.79,835.82,61.25,38.44,46.41,61.48,9200.0,10,121,0.0,70.5
36.96,63.77,4.57,382.92,53.7,33.29,37.03,71.92,3100.0,8,95,0.0,56.29
26.18,86.44,1.75,0.0,28.33,24.91,26.26,39.27,8500.0,4,137,0.0,35.41
40.75,47.22,1.15,937.2,55.16,36.48,43.94,63.42,9200.0,13,127,3.0,68.25
26.69,88.2,1.09,8.31,29.73,25.61,26.93,77.86,3100.0,2,106,0.0,39.67
26.35,84.9,1.01,36.97,28.63,25.03,26.73,46.7,3100.0,20,163,0.0,35.85
28.27,91.16,3.93,0.0,34.84,27.44,27.96,40.81,4200.0,4,116,0.0,39.97
26.0,94.42,1.13,32.78,28.2,25.59,26.37,33.48,3100.0,4,143,0.0,37.44
31.54,84.07,1.57,18.21,44.39,29.97,31.77,40.32,9200.0,18,139,0.0,45.51
40.39,49.61,2.06,840.88,55.77,35.68,42.67,57.23,4900.0,13,124,3.0,65.33
27.89,86.73,4.75,3.51,32.85,26.62,27.46,71.2,4200.0,3,174,0.0,39.53
44.21,49.88,1.34,896.9,69.97,39.72,47.2,43.5,4200.0,12,114,2.0,71.64
33.3,54.92,1.24,638.3,38.48,29.95,35.57,39.4,8500.0,9,117,0.0,48.99
33.61,71.78,2.69,188.52,46.31,30.91,34.05,36.85,3100.0,17,104,0.0,48.8
29.18,76.93,2.3,285.3,34.56,27.44,30.12,37.65,4200.0,7,93,0.0,40.71
31.65,74.98,1.79,283.54,41.17,29.68,32.72,78.44,4200.0,7,162,0.0,50.21
27.52,87.64,2.53,11.78,31.94,26.37,27.54,43.06,3100.0,6,116,0.0,39.25
30.18,80.22,1.35,267.52,38.28,28.88,31.37,43.96,3100.0,7,115,0.0,46.04
40.09,49.49,1.51,916.95,54.68,35.87,42.94,41.82,3100.0,13,108,3.0,63.03
31.93,81.14,1.94,0.0,44.6,29.99,31.94,44.14,9200.0,18,106,0.0,46.91
29.38,90.91,0.96,12.36,38.68,28.55,29.72,79.17,8500.0,5,132,0.0,47.09
26.1,78.53,2.82,0.0,27.8,24.06,26.01,41.17,9200.0,0,130,0.0,31.72
27.43,88.58,2.39,28.02,31.81,26.41,27.56,72.37,9200.0,22,131,0.0,41.54
38.71,58.37,3.46,771.52,56.4,34.91,40.1,44.34,4200.0,14,139,4.0,60.37
26.24,84.45,4.39,0.0,28.36,24.77,25.94,44.97,8500.0,0,173,0.0,32.12
35.74,64.38,2.34,423.6,49.76,32.52,36.92,68.5,4900.0,16,129,6.0,55.45
29.71,92.01,1.21,34.59,40.26,29.05,30.12,62.87,3100.0,0,128,0.0,46.3
38.2,50.99,0.75,781.15,49.77,34.85,41.31,37.29,9200.0,14,112,4.0,60.28
26.0,83.48,8.5,0.0,27.79,24.44,25.17,76.8,3100.0,22,141,0.0,34.35
26.0,80.36,2.12,0.0,27.68,24.14,26.01,74.02,3100.0,1,136,0.0,35.55
42.1,51.0,1.96,879.79,62.89,37.56,44.54,71.6,3100.0,13,152,3.0,70.63
28.19,82.29,0.53,0.0,32.97,26.47,28.47,34.97,4200.0,20,158,0.0,37.96
31.37,71.29,2.14,289.79,39.05,28.97,32.33,39.02,4900.0,7,132,0.0,45.02
33.48,72.89,1.73,229.02,46.41,31.09,34.4,70.99,9200.0,7,137,0.0,51.93
26.6,81.51,1.57,0.0,28.99,24.84,26.69,49.84,8500.0,18,123,0.0,35.23
26.77,86.4,4.91,0.0,29.77,25.48,26.37,42.22,8500.0,6,129,0.0,35.11
26.0,86.89,0.64,0.0,27.92,24.77,26.22,43.69,9200.0,18,164,0.0,34.78
26.0,85.67,1.36,0.0,27.88,24.66,26.12,75.88,3100.0,5,150,0.0,38.28
30.86,80.93,1.28,92.19,40.72,29.17,31.47,45.31,9200.0,5,139,0.0,45.24
28.88,91.7,3.1,0.0,37.07,28.1,28.71,57.44,4200.0,2,156,0.0,42.97
27.78,80.76,2.51,0.0,31.65,25.91,27.7,36.78,4200.0,6,151,0.0,35.68
26.81,86.33,4.79,0.0,29.87,25.52,26.43,63.64,4200.0,18,147,0.0,36.48
32.24,74.63,5.27,225.9,42.95,29.87,32.04,73.05,8500.0,7,122,0.0,48.78
35.41,61.11,3.72,628.81,46.87,31.95,36.49,74.16,3100.0,9,164,0.0,55.75
29.98,83.09,4.15,0.0,38.49,28.29,29.51,45.41,4900.0,19,105,0.0,40.74
39.59,55.1,0.57,862.92,57.12,37.43,43.21,71.66,4900.0,14,171,4.0,69.26
37.74,61.9,1.81,853.02,55.34,35.15,40.3,63.94,9200.0,14,137,4.0,65.05
31.34,84.37,3.03,5.22,43.73,29.77,31.13,65.63,3100.0,0,99,0.0,46.34
26.0,84.44,4.39,0.0,27.83,24.54,25.72,39.46,4200.0,19,171,0.0,31.46
26.0,82.9,1.91,20.22,27.77,24.43,26.16,71.51,8500.0,6,127,0.0,36.77
30.94,94.4,1.09,26.79,46.23,30.49,31.37,59.05,4900.0,3,108,0.0,50.37
31.49,81.23,0.72,0.0,43.03,29.57,31.81,45.38,4200.0,5,125,0.0,44.81
28.09,86.63,0.5,22.82,33.43,26.9,28.55,60.24,9200.0,0,148,0.0,42.01
26.61,82.48,7.53,37.61,29.09,24.99,25.99,48.58,4200.0,4,152,0.0,32.25
27.22,79.22,2.44,55.99,30.14,25.31,27.42,39.76,8500.0,22,166,0.0,34.59
29.04,78.35,7.08,0.0,34.48,26.88,28.02,61.68,8500.0,0,135,0.0,37.93
28.76,81.7,3.15,0.0,34.43,26.96,28.55,43.24,9200.0,3,92,0.0,38.35
28.34,86.11,0.86,5.29,34.09,27.02,28.62,64.1,8500.0,21,163,0.0,42.93
27.72,86.28,0.93,50.75,32.31,26.57,28.22,39.31,8500.0,1,154,0.0,39.02
37.73,58.37,2.19,629.17,52.92,34.04,39.48,76.89,3100.0,9,97,0.0,62.22
27.52,79.91,2.78,0.0,30.92,25.57,27.4,42.07,3100.0,4,140,0.0,35.86
35.82,60.79,2.05,701.49,47.98,32.77,37.84,48.36,8500.0,9,170,0.0,56.95
28.49,83.99,3.76,0.0,34.1,26.93,28.17,77.37,3100.0,0,162,0.0,41.28
26.0,80.39,1.16,44.3,27.68,24.26,26.38,75.23,4200.0,21,95,0.0,38.14
31.16,88.1,0.9,0.0,44.56,29.98,31.46,37.58,4200.0,5,178,0.0,46.63
41.59,46.62,2.37,990.04,57.41,36.44,43.97,74.97,4200.0,12,128,2.0,70.3
41.81,56.75,1.26,839.32,67.1,38.53,44.73,75.8,3100.0,14,149,4.0,73.45
27.55,83.37,4.59,47.14,31.44,26.01,27.34,43.92,4200.0,3,117,0.0,35.9
44.76,45.22,1.26,925.66,67.21,39.57,47.86,77.98,4900.0,12,143,2.0,74.24
26.9,81.45,2.14,3.24,29.65,25.13,26.92,65.97,8500.0,23,126,0.0,37.68
28.39,81.56,3.28,0.0,33.39,26.59,28.17,64.72,8500.0,19,98,0.0,40.16
30.95,84.11,6.0,0.0,42.2,29.35,30.0,62.06,8500.0,23,171,0.0,44.38
39.38,57.81,1.54,811.8,58.42,36.17,41.99,73.93,4200.0,14,145,4.0,67.19
31.42,75.2,0.8,277.3,40.52,29.78,32.87,73.64,9200.0,7,148,0.0,50.13
27.88,80.15,3.27,1.69,31.83,25.95,27.69,34.72,4200.0,4,174,0.0,34.91
40.37,61.36,1.26,772.12,65.4,37.68,43.12,47.81,3100.0,14,91,4.0,67.0
27.67,88.3,5.28,0.0,32.48,26.56,27.16,75.09,4900.0,3,150,0.0,40.0
39.74,48.69,3.87,917.27,53.04,34.59,41.13,80.43,9200.0,11,147,1.0,63.45
37.87,55.29,2.31,965.68,51.38,34.37,40.34,30.13,8500.0,12,149,2.0,60.07
26.0,88.62,0.83,84.7,27.99,25.22,26.64,39.65,9200.0,1,129,0.0,37.18
26.42,80.77,4.63,41.94,28.55,24.65,26.25,73.63,4200.0,18,125,0.0,35.25
27.33,88.19,0.82,0.0,31.48,26.22,27.56,61.31,8500.0,18,126,0.0,40.71
26.63,86.94,2.51,26.02,29.45,25.44,26.73,63.22,9200.0,3,168,0.0,37.79
26.0,80.62,3.51,101.98,27.69,24.33,26.23,69.72,4200.0,3,107,0.0,35.64
41.79,52.89,1.19,750.23,63.44,37.75,44.5,48.97,8500.0,10,152,0.0,67.4
26.0,80.42,2.61,3.59,27.68,24.15,25.97,73.52,3100.0,4,111,0.0,35.44
27.73,81.45,1.17,0.0,31.64,25.93,27.89,49.24,9200.0,19,100,0.0,37.66
36.98,53.01,4.52,752.89,47.3,32.39,37.85,72.28,8500.0,10,147,0.0,56.5
37.22,69.63,2.37,714.22,58.87,35.14,39.15,39.6,8500.0,9,146,0.0,61.87
35.22,79.36,6.23,220.7,57.1,33.26,34.47,65.47,4200.0,7,166,0.0,54.65
31.13,81.1,0.73,61.12,41.71,29.42,31.78,71.86,3100.0,5,93,0.0,48.12
28.82,76.02,2.31,47.75,33.45,26.52,28.98,39.18,9200.0,5,175,0.0,36.71
30.88,76.67,0.69,247.92,39.35,29.38,32.27,72.2,3100.0,7,96,0.0,50.39
28.09,88.58,0.97,0.0,33.79,27.01,28.31,43.61,4200.0,22,150,0.0,40.68
41.63,50.9,2.3,772.4,61.09,36.76,43.58,46.54,4200.0,14,143,4.0,64.69
40.6,52.2,0.73,857.28,58.48,37.51,44.02,78.92,4900.0,13,177,3.0,72.11
42.33,59.95,1.52,878.25,72.6,39.38,45.17,57.86,3100.0,10,157,0.0,72.67
41.24,45.49,2.74,832.48,55.43,35.53,43.02,69.66,9200.0,11,168,1.0,64.53
44.65,52.55,0.86,983.0,74.76,41.41,48.38,60.76,3100.0,12,90,2.0,74.84
34.63,75.7,0.53,265.19,52.27,33.09,36.29,37.61,9200.0,7,144,0.0,53.92
32.12,66.06,4.12,226.1,39.35,28.82,32.24,71.93,3100.0,17,92,0.0,46.23
29.88,86.11,1.42,0.0,39.06,28.51,30.02,39.83,4200.0,0,167,0.0,42.76
37.66,56.28,1.53,898.47,51.33,34.59,40.48,63.87,4900.0,14,127,4.0,63.79
29.27,78.56,2.8,203.88,35.16,27.49,29.84,66.9,3100.0,7,90,0.0,44.13
40.86,60.33,6.3,773.68,66.51,36.85,40.66,46.13,8500.0,10,127,0.0,63.74
